# x 	 y
2 	 1.91123
3 	 -0.648586
4 	 -0.107996
5 	 -0.578722
6 	 -0.915159
7 	 0.674008
8 	 1.86014
9 	 -0.0669988
10 	 0.563423
11 	 -1.64847
12 	 -0.847385
13 	 0.519979
14 	 -1.95879
15 	 1.99559
16 	 0.763835
17 	 1.96281
18 	 -0.191304
19 	 0.27054
20 	 -1.19202
21 	 -1.7604


# xSpline 	 ySpline 	 derivative 	 integral
5.55 	 -0.953532 	 -0.362334 	 -0.739756
5.6 	 -0.969576 	 -0.278407 	 -0.787851
5.65 	 -0.981269 	 -0.188264 	 -0.836641
5.7 	 -0.988299 	 -0.0919039 	 -0.8859
5.75 	 -0.990356 	 0.0106725 	 -0.935388
5.8 	 -0.987128 	 0.119465 	 -0.984848
5.85 	 -0.978306 	 0.234475 	 -1.03401
5.9 	 -0.963577 	 0.355701 	 -1.08258
5.95 	 -0.942632 	 0.483143 	 -1.13026
6 	 -0.915159 	 0.616802 	 -1.17673
6.05 	 -0.880949 	 0.750604 	 -1.22166
6.1 	 -0.840198 	 0.878476 	 -1.26472
6.15 	 -0.7932 	 1.00042 	 -1.30558
6.2 	 -0.740254 	 1.11643 	 -1.34394
6.25 	 -0.681656 	 1.22652 	 -1.37951
6.3 	 -0.617702 	 1.33067 	 -1.41202
6.35 	 -0.548688 	 1.4289 	 -1.4412
6.4 	 -0.474911 	 1.52119 	 -1.46681
6.45 	 -0.396667 	 1.60756 	 -1.48861
6.5 	 -0.314254 	 1.68799 	 -1.5064
6.55 	 -0.227967 	 1.7625 	 -1.51998
6.6 	 -0.138103 	 1.83108 	 -1.52914
6.65 	 -0.044958 	 1.89372 	 -1.53373
6.7 	 0.0511709 	 1.95044 	 -1.53359
6.75 	 0.149987 	 2.00123 	 -1.52857
6.8 	 0.251195 	 2.04609 	 -1.51855
6.85 	 0.354498 	 2.08502 	 -1.50341
6.9 	 0.459598 	 2.11802 	 -1.48307
6.95 	 0.566201 	 2.14509 	 -1.45743
7 	 0.674008 	 2.16623 	 -1.42643
7.05 	 0.782629 	 2.17569 	 -1.39001
7.1 	 0.891287 	 2.16772 	 -1.34817
7.15 	 0.999111 	 2.14233 	 -1.3009
7.2 	 1.10523 	 2.09951 	 -1.24828
7.25 	 1.20877 	 2.03926 	 -1.19042
7.3 	 1.30887 	 1.96158 	 -1.12746
7.35 	 1.40464 	 1.86648 	 -1.05961
7.4 	 1.49522 	 1.75395 	 -0.987086
7.45 	 1.57974 	 1.62399 	 -0.910184
7.5 	 1.65733 	 1.4766 	 -0.829227
7.55 	 1.72711 	 1.31178 	 -0.744581
7.6 	 1.78822 	 1.12954 	 -0.65666
7.65 	 1.83978 	 0.929869 	 -0.565919
7.7 	 1.88091 	 0.71277 	 -0.472856
7.75 	 1.91076 	 0.478243 	 -0.378015
7.8 	 1.92845 	 0.226289 	 -0.281983
7.85 	 1.9331 	 -0.0430934 	 -0.185388
7.9 	 1.92385 	 -0.329903 	 -0.0889041
7.95 	 1.89982 	 -0.634141 	 0.00675099
8 	 1.86014 	 -0.955806 	 0.100817
8.05 	 1.80439 	 -1.26869 	 0.192496
8.1 	 1.73386 	 -1.54659 	 0.28101
8.15 	 1.65031 	 -1.7895 	 0.365664
8.2 	 1.55549 	 -1.99743 	 0.445853
8.25 	 1.45115 	 -2.17037 	 0.521055
8.3 	 1.33904 	 -2.30832 	 0.590838
8.35 	 1.2209 	 -2.41128 	 0.654858
8.4 	 1.09849 	 -2.47926 	 0.712857
8.45 	 0.973559 	 -2.51225 	 0.764665
8.5 	 0.84785 	 -2.51026 	 0.8102
8.55 	 0.723116 	 -2.47327 	 0.849467
8.6 	 0.601106 	 -2.40131 	 0.882557
8.65 	 0.483569 	 -2.29435 	 0.909652
8.7 	 0.372254 	 -2.15241 	 0.931018
8.75 	 0.268911 	 -1.97548 	 0.94701
8.8 	 0.175289 	 -1.76356 	 0.958071
8.85 	 0.0931383 	 -1.51666 	 0.96473
8.9 	 0.0242069 	 -1.23477 	 0.967605
8.95 	 -0.0297552 	 -0.917889 	 0.9674
9 	 -0.0669988 	 -0.566025 	 0.964908
9.05 	 -0.0863783 	 -0.215396 	 0.961001
9.1 	 -0.0891627 	 0.0977759 	 0.956547
9.15 	 -0.077225 	 0.373491 	 0.95233
9.2 	 -0.0524379 	 0.611749 	 0.949039
9.25 	 -0.0166744 	 0.81255 	 0.947269
9.3 	 0.0281928 	 0.975895 	 0.947523
9.35 	 0.0802908 	 1.10178 	 0.950209
9.4 	 0.137747 	 1.19021 	 0.955641
9.45 	 0.198688 	 1.24119 	 0.964042
9.5 	 0.261241 	 1.2547 	 0.975537
9.55 	 0.323534 	 1.23076 	 0.990161
9.6 	 0.383693 	 1.16937 	 1.00785
9.65 	 0.439846 	 1.07051 	 1.02846
9.7 	 0.49012 	 0.934201 	 1.05174
9.75 	 0.532642 	 0.760433 	 1.07735
9.8 	 0.565539 	 0.549209 	 1.10485
9.85 	 0.586939 	 0.300527 	 1.13371
9.9 	 0.594968 	 0.0143887 	 1.16332
9.95 	 0.587753 	 -0.309207 	 1.19295
10 	 0.563423 	 -0.670259 	 1.22181
10.05 	 0.520697 	 -1.03312 	 1.24898
10.1 	 0.460675 	 -1.36214 	 1.27359
10.15 	 0.385048 	 -1.65731 	 1.29479
10.2 	 0.295508 	 -1.91864 	 1.31186
10.25 	 0.193748 	 -2.14613 	 1.32414
10.3 	 0.0814591 	 -2.33978 	 1.33106
10.35 	 -0.0396658 	 -2.49958 	 1.33214
10.4 	 -0.167935 	 -2.62554 	 1.32697
10.45 	 -0.301656 	 -2.71766 	 1.31525
10.5 	 -0.439137 	 -2.77593 	 1.29675
10.55 	 -0.578685 	 -2.80037 	 1.27131
10.6 	 -0.718609 	 -2.79096 	 1.23887
10.65 	 -0.857217 	 -2.74771 	 1.19947
10.7 	 -0.992816 	 -2.67061 	 1.1532
10.75 	 -1.12371 	 -2.55967 	 1.10026
10.8 	 -1.24822 	 -2.41489 	 1.04093
10.85 	 -1.36464 	 -2.23627 	 0.975576
10.9 	 -1.47128 	 -2.0238 	 0.904634
10.95 	 -1.56646 	 -1.7775 	 0.828639
11 	 -1.64847 	 -1.49735 	 0.748208
11.05 	 -1.71599 	 -1.20532 	 0.664035
11.1 	 -1.76917 	 -0.92337 	 0.576848
11.15 	 -1.8085 	 -0.651509 	 0.487349
11.2 	 -1.83449 	 -0.389732 	 0.39622
11.25 	 -1.84764 	 -0.13804 	 0.304115
11.3 	 -1.84846 	 0.103568 	 0.211662
11.35 	 -1.83745 	 0.335092 	 0.119466
11.4 	 -1.81512 	 0.556531 	 0.0281056
11.45 	 -1.78196 	 0.767886 	 -0.0618655
11.5 	 -1.7385 	 0.969156 	 -0.149919
11.55 	 -1.68522 	 1.16034 	 -0.235552
11.6 	 -1.62263 	 1.34144 	 -0.318286
11.65 	 -1.55124 	 1.51246 	 -0.397668
11.7 	 -1.47155 	 1.67339 	 -0.473271
11.75 	 -1.38407 	 1.82424 	 -0.544693
11.8 	 -1.2893 	 1.96501 	 -0.611557
11.85 	 -1.18774 	 2.09569 	 -0.67351
11.9 	 -1.0799 	 2.21628 	 -0.730226
11.95 	 -0.966277 	 2.32679 	 -0.781403
12 	 -0.847385 	 2.42722 	 -0.826766
12.05 	 -0.723891 	 2.5075 	 -0.866064
12.1 	 -0.597138 	 2.55758 	 -0.8991
12.15 	 -0.468636 	 2.57745 	 -0.925749
12.2 	 -0.339897 	 2.56711 	 -0.94596
12.25 	 -0.212429 	 2.52657 	 -0.95976
12.3 	 -0.0877428 	 2.45583 	 -0.967249
12.35 	 0.0326507 	 2.35488 	 -0.968606
12.4 	 0.147241 	 2.22372 	 -0.964081
12.45 	 0.254519 	 2.06236 	 -0.954003
12.5 	 0.352974 	 1.87079 	 -0.938776
12.55 	 0.441095 	 1.64902 	 -0.918878
12.6 	 0.517372 	 1.39704 	 -0.894864
12.65 	 0.580295 	 1.11485 	 -0.867364
12.7 	 0.628353 	 0.802462 	 -0.837082
12.75 	 0.660038 	 0.459867 	 -0.804801
12.8 	 0.673837 	 0.0870659 	 -0.771377
12.85 	 0.668241 	 -0.31594 	 -0.737741
12.9 	 0.641739 	 -0.749152 	 -0.704901
12.95 	 0.592822 	 -1.21257 	 -0.67394
13 	 0.519979 	 -1.70619 	 -0.646018
13.05 	 0.42249 	 -2.18256 	 -0.622357
13.1 	 0.302802 	 -2.5942 	 -0.604139
13.15 	 0.164149 	 -2.94113 	 -0.592392
13.2 	 0.00976755 	 -3.22333 	 -0.587986
13.25 	 -0.157106 	 -3.44082 	 -0.591624
13.3 	 -0.333236 	 -3.59358 	 -0.603851
13.35 	 -0.515385 	 -3.68163 	 -0.625048
13.4 	 -0.70032 	 -3.70495 	 -0.655436
13.45 	 -0.884802 	 -3.66355 	 -0.695072
13.5 	 -1.0656 	 -3.55744 	 -0.743854
13.55 	 -1.23947 	 -3.3866 	 -0.801516
13.6 	 -1.40318 	 -3.15104 	 -0.867632
13.65 	 -1.55349 	 -2.85077 	 -0.941611
13.7 	 -1.68718 	 -2.48577 	 -1.0227
13.75 	 -1.80099 	 -2.05605 	 -1.11
13.8 	 -1.8917 	 -1.56161 	 -1.20242
13.85 	 -1.95607 	 -1.00246 	 -1.29873
13.9 	 -1.99087 	 -0.378577 	 -1.39753
13.95 	 -1.99285 	 0.310021 	 -1.49727
14 	 -1.95879 	 1.06334 	 -1.59622
14.05 	 -1.8866 	 1.81178 	 -1.69251
14.1 	 -1.77885 	 2.48573 	 -1.78428
14.15 	 -1.63927 	 3.08519 	 -1.86986
14.2 	 -1.47157 	 3.61017 	 -1.94774
14.25 	 -1.27949 	 4.06066 	 -2.01661
14.3 	 -1.06675 	 4.43666 	 -2.07535
14.35 	 -0.837069 	 4.73818 	 -2.12301
14.4 	 -0.594174 	 4.96521 	 -2.15883
14.45 	 -0.341789 	 5.11776 	 -2.18226
14.5 	 -0.0836392 	 5.19582 	 -2.19292
14.55 	 0.176551 	 5.19939 	 -2.19059
14.6 	 0.435059 	 5.12848 	 -2.17529
14.65 	 0.688158 	 4.98308 	 -2.14718
14.7 	 0.932125 	 4.7632 	 -2.10663
14.75 	 1.16324 	 4.46883 	 -2.05418
14.8 	 1.37777 	 4.09997 	 -1.99058
14.85 	 1.57199 	 3.65663 	 -1.91674
14.9 	 1.74219 	 3.1388 	 -1.83378
14.95 	 1.88463 	 2.54648 	 -1.74299
15 	 1.99559 	 1.87968 	 -1.64584
15.05 	 2.07247 	 1.2051 	 -1.544
15.1 	 2.11709 	 0.58946 	 -1.43913
15.15 	 2.1324 	 0.0327527 	 -1.33278
15.2 	 2.12134 	 -0.465019 	 -1.22633
15.25 	 2.08688 	 -0.903856 	 -1.12104
15.3 	 2.03194 	 -1.28376 	 -1.01799
15.35 	 1.95948 	 -1.60472 	 -0.918133
15.4 	 1.87245 	 -1.86676 	 -0.82228
15.45 	 1.77379 	 -2.06985 	 -0.731082
15.5 	 1.66645 	 -2.21401 	 -0.645046
15.55 	 1.55337 	 -2.29924 	 -0.564532
15.6 	 1.43751 	 -2.32553 	 -0.489755
15.65 	 1.3218 	 -2.29288 	 -0.420779
15.7 	 1.2092 	 -2.2013 	 -0.357523
15.75 	 1.10265 	 -2.05079 	 -0.299758
15.8 	 1.0051 	 -1.84134 	 -0.247108
15.85 	 0.919501 	 -1.57295 	 -0.199049
15.9 	 0.848791 	 -1.24563 	 -0.15491
15.95 	 0.79592 	 -0.859378 	 -0.113872
16 	 0.763835 	 -0.414188 	 -0.0749712
16.05 	 0.754601 	 0.0369699 	 -0.0371043
16.1 	 0.766749 	 0.441126 	 0.000845204
16.15 	 0.79793 	 0.798281 	 0.0398878
16.2 	 0.845794 	 1.10843 	 0.0809162
16.25 	 0.90799 	 1.37159 	 0.124706
16.3 	 0.982169 	 1.58774 	 0.171915
16.35 	 1.06598 	 1.75689 	 0.223083
16.4 	 1.15707 	 1.87904 	 0.278634
16.45 	 1.2531 	 1.95418 	 0.338873
16.5 	 1.35171 	 1.98233 	 0.403987
16.55 	 1.45055 	 1.96347 	 0.474048
16.6 	 1.54727 	 1.89762 	 0.549007
16.65 	 1.63953 	 1.78476 	 0.628701
16.7 	 1.72497 	 1.6249 	 0.712846
16.75 	 1.80123 	 1.41804 	 0.801044
16.8 	 1.86599 	 1.16417 	 0.892778
16.85 	 1.91687 	 0.86331 	 0.987412
16.9 	 1.95153 	 0.515445 	 1.08419
16.95 	 1.96763 	 0.120578 	 1.18226
17 	 1.96281 	 -0.321289 	 1.28061
17.05 	 1.93546 	 -0.765501 	 1.37816
17.1 	 1.88696 	 -1.1674 	 1.4738
17.15 	 1.81943 	 -1.52699 	 1.56654
17.2 	 1.73497 	 -1.84426 	 1.65546
17.25 	 1.63571 	 -2.11922 	 1.73979
17.3 	 1.52375 	 -2.35187 	 1.81882
17.35 	 1.40122 	 -2.5422 	 1.89199
17.4 	 1.27024 	 -2.69022 	 1.9588
17.45 	 1.13291 	 -2.79593 	 2.0189
17.5 	 0.99135 	 -2.85933 	 2.07202
17.55 	 0.84768 	 -2.88041 	 2.118
17.6 	 0.704014 	 -2.85918 	 2.15679
17.65 	 0.562467 	 -2.79564 	 2.18844
17.7 	 0.425156 	 -2.68978 	 2.21311
17.75 	 0.294195 	 -2.54161 	 2.23106
17.8 	 0.1717 	 -2.35113 	 2.24267
17.85 	 0.0597869 	 -2.11833 	 2.24841
17.9 	 -0.0394284 	 -1.84323 	 2.24886
17.95 	 -0.12383 	 -1.5258 	 2.24471
18 	 -0.191304 	 -1.16607 	 2.23676
18.05 	 -0.240358 	 -0.801538 	 2.22589
18.1 	 -0.272003 	 -0.46972 	 2.21301
18.15 	 -0.287875 	 -0.170616 	 2.19895
18.2 	 -0.28961 	 0.095772 	 2.18446
18.25 	 -0.278843 	 0.329446 	 2.1702
18.3 	 -0.25721 	 0.530404 	 2.15676
18.35 	 -0.226348 	 0.698648 	 2.14463
18.4 	 -0.187891 	 0.834177 	 2.13425
18.45 	 -0.143475 	 0.936992 	 2.12594
18.5 	 -0.0947367 	 1.00709 	 2.11997
18.55 	 -0.0433113 	 1.04448 	 2.11652
18.6 	 0.00916556 	 1.04915 	 2.11566
18.65 	 0.061058 	 1.0211 	 2.11742
18.7 	 0.11073 	 0.96034 	 2.12173
18.75 	 0.156547 	 0.866865 	 2.12843
18.8 	 0.196872 	 0.740676 	 2.13729
18.85 	 0.230069 	 0.581772 	 2.148
18.9 	 0.254504 	 0.390152 	 2.16015
18.95 	 0.268539 	 0.165818 	 2.17328
19 	 0.27054 	 -0.0912307 	 2.18681
19.05 	 0.259314 	 -0.354416 	 2.20011
19.1 	 0.235439 	 -0.597161 	 2.21253
19.15 	 0.199938 	 -0.819465 	 2.22346
19.2 	 0.153833 	 -1.02133 	 2.23235
19.25 	 0.0981462 	 -1.20275 	 2.23868
19.3 	 0.0338991 	 -1.36373 	 2.24202
19.35 	 -0.0378861 	 -1.50427 	 2.24195
19.4 	 -0.116187 	 -1.62437 	 2.23812
19.45 	 -0.199982 	 -1.72403 	 2.23024
19.5 	 -0.288249 	 -1.80324 	 2.21805
19.55 	 -0.379966 	 -1.86202 	 2.20135
19.6 	 -0.47411 	 -1.90035 	 2.18001
19.65 	 -0.56966 	 -1.91824 	 2.15392
19.7 	 -0.665594 	 -1.9157 	 2.12304
19.75 	 -0.760889 	 -1.89271 	 2.08737
19.8 	 -0.854524 	 -1.84928 	 2.04698
19.85 	 -0.945476 	 -1.78541 	 2.00196
19.9 	 -1.03272 	 -1.7011 	 1.95249
19.95 	 -1.11525 	 -1.59634 	 1.89877
20 	 -1.19202 	 -1.47115 	 1.84106
20.05 	 -1.26225 	 -1.33912 	 1.77968
20.1 	 -1.32604 	 -1.21386 	 1.71494
20.15 	 -1.38374 	 -1.09537 	 1.64717
20.2 	 -1.43569 	 -0.983656 	 1.57667
20.25 	 -1.48222 	 -0.87871 	 1.5037
20.3 	 -1.52368 	 -0.780534 	 1.42853
20.35 	 -1.56039 	 -0.68913 	 1.35141
20.4 	 -1.5927 	 -0.604495 	 1.27256
20.45 	 -1.62095 	 -0.526632 	 1.1922
20.5 	 -1.64548 	 -0.455539 	 1.11053
20.55 	 -1.66662 	 -0.391218 	 1.02771
20.6 	 -1.68471 	 -0.333666 	 0.943918
20.65 	 -1.7001 	 -0.282886 	 0.859287
20.7 	 -1.71311 	 -0.238876 	 0.773948
20.75 	 -1.7241 	 -0.201637 	 0.68801
20.8 	 -1.73339 	 -0.171169 	 0.601566
20.85 	 -1.74133 	 -0.147471 	 0.514693
20.9 	 -1.74825 	 -0.130545 	 0.42745
20.95 	 -1.7545 	 -0.120389 	 0.339879
