# x 	 y
0 	 -0.595848
1 	 -0.269158
2 	 -0.060525
3 	 -0.822356
4 	 -0.272415
5 	 -0.571594
6 	 -0.934286
7 	 0.357827
8 	 -0.658973
9 	 0.667274
10 	 0.892928
11 	 -0.659076
12 	 -0.33913
13 	 -0.366083
14 	 0.976385
15 	 0.145578
16 	 -0.295671
17 	 0.969599
18 	 -0.442581
19 	 0.0853633


#Cubic sub-spline
# x 	 ySub 	 yCubic 	 yQuad
7.3 	 0.0277175 	 0.150246 	 -0.0338415
7.35 	 -0.0498698 	 0.0858673 	 -0.0919005
7.4 	 -0.12957 	 0.0167881 	 -0.147897
7.45 	 -0.209757 	 -0.0555637 	 -0.201831
7.5 	 -0.288805 	 -0.12976 	 -0.253702
7.55 	 -0.365089 	 -0.204372 	 -0.303511
7.6 	 -0.436982 	 -0.277973 	 -0.351257
7.65 	 -0.502859 	 -0.349133 	 -0.39694
7.7 	 -0.561094 	 -0.416426 	 -0.440561
7.75 	 -0.610061 	 -0.478422 	 -0.48212
7.8 	 -0.648134 	 -0.533693 	 -0.521615
7.85 	 -0.673687 	 -0.580812 	 -0.559048
7.9 	 -0.685096 	 -0.618351 	 -0.594419
7.95 	 -0.680733 	 -0.64488 	 -0.627727
8 	 -0.658973 	 -0.658973 	 -0.658973
8.05 	 -0.621729 	 -0.6596 	 -0.68436
8.1 	 -0.572943 	 -0.647337 	 -0.700096
8.15 	 -0.514028 	 -0.623157 	 -0.706178
8.2 	 -0.446398 	 -0.588033 	 -0.702608
8.25 	 -0.371466 	 -0.542942 	 -0.689385
8.3 	 -0.290646 	 -0.488855 	 -0.66651
8.35 	 -0.205353 	 -0.426749 	 -0.633982
8.4 	 -0.117 	 -0.357596 	 -0.591801
8.45 	 -0.0270008 	 -0.28237 	 -0.539968
8.5 	 0.0632306 	 -0.202047 	 -0.478482
8.55 	 0.15228 	 -0.1176 	 -0.407343
8.6 	 0.238735 	 -0.0300028 	 -0.326552
8.65 	 0.32118 	 0.05977 	 -0.236108
8.7 	 0.398202 	 0.150744 	 -0.136011
8.75 	 0.468387 	 0.241946 	 -0.026262
8.8 	 0.530321 	 0.332402 	 0.0931398
8.85 	 0.582591 	 0.421136 	 0.222194
8.9 	 0.623782 	 0.507176 	 0.360902
8.95 	 0.652481 	 0.589546 	 0.509261
9 	 0.667274 	 0.667274 	 0.667274
9.05 	 0.677289 	 0.739527 	 0.822535
9.1 	 0.692082 	 0.806049 	 0.96264
9.15 	 0.71088 	 0.866725 	 1.08759
9.2 	 0.732906 	 0.921441 	 1.19738
9.25 	 0.757389 	 0.970081 	 1.29202
9.3 	 0.783553 	 1.01253 	 1.37151
9.35 	 0.810624 	 1.04868 	 1.43583
9.4 	 0.837829 	 1.07841 	 1.485
9.45 	 0.864393 	 1.10161 	 1.51902
9.5 	 0.889543 	 1.11816 	 1.53788
9.55 	 0.912503 	 1.12795 	 1.54159
9.6 	 0.932501 	 1.13086 	 1.53014
9.65 	 0.948762 	 1.12679 	 1.50353
9.7 	 0.960511 	 1.11561 	 1.46177
9.75 	 0.966976 	 1.09721 	 1.40485
9.8 	 0.967381 	 1.07148 	 1.33278
9.85 	 0.960953 	 1.0383 	 1.24555
9.9 	 0.946918 	 0.997555 	 1.14316
9.95 	 0.924501 	 0.949137 	 1.02562
10 	 0.892928 	 0.892928 	 0.892928
10.05 	 0.848515 	 0.828988 	 0.755789
10.1 	 0.789345 	 0.758066 	 0.624916
10.15 	 0.717293 	 0.681087 	 0.500311
10.2 	 0.634239 	 0.598975 	 0.381974
10.25 	 0.542059 	 0.512653 	 0.269903
10.3 	 0.442631 	 0.423045 	 0.1641
10.35 	 0.337832 	 0.331076 	 0.0645642
10.4 	 0.22954 	 0.237669 	 -0.0287042
10.45 	 0.119632 	 0.143747 	 -0.115705
10.5 	 0.00998495 	 0.0502361 	 -0.196439
10.55 	 -0.0975231 	 -0.0419414 	 -0.270906
10.6 	 -0.201015 	 -0.131861 	 -0.339105
10.65 	 -0.298613 	 -0.218599 	 -0.401037
10.7 	 -0.38844 	 -0.301232 	 -0.456702
10.75 	 -0.468619 	 -0.378835 	 -0.506099
10.8 	 -0.537271 	 -0.450485 	 -0.549229
10.85 	 -0.592521 	 -0.515258 	 -0.586091
10.9 	 -0.63249 	 -0.57223 	 -0.616687
10.95 	 -0.6553 	 -0.620477 	 -0.641015
11 	 -0.659076 	 -0.659076 	 -0.659076
11.05 	 -0.650945 	 -0.687396 	 -0.672456
11.1 	 -0.639558 	 -0.705987 	 -0.682745
11.15 	 -0.625321 	 -0.715694 	 -0.689941
11.2 	 -0.608638 	 -0.717359 	 -0.694044
11.25 	 -0.589913 	 -0.711828 	 -0.695055
11.3 	 -0.569551 	 -0.699944 	 -0.692974
11.35 	 -0.547957 	 -0.682551 	 -0.6878
11.4 	 -0.525534 	 -0.660493 	 -0.679534
11.45 	 -0.502688 	 -0.634615 	 -0.668176
11.5 	 -0.479823 	 -0.605758 	 -0.653724
11.55 	 -0.457343 	 -0.574769 	 -0.636181
11.6 	 -0.435654 	 -0.542491 	 -0.615545
11.65 	 -0.415159 	 -0.509768 	 -0.591817
11.7 	 -0.396264 	 -0.477443 	 -0.564996
11.75 	 -0.379372 	 -0.446361 	 -0.535083
11.8 	 -0.364889 	 -0.417365 	 -0.502077
11.85 	 -0.353218 	 -0.391301 	 -0.465979
11.9 	 -0.344765 	 -0.369011 	 -0.426788
11.95 	 -0.339934 	 -0.351339 	 -0.384505
12 	 -0.33913 	 -0.33913 	 -0.33913
12.05 	 -0.342099 	 -0.332955 	 -0.294622
12.1 	 -0.347979 	 -0.332299 	 -0.25494
12.15 	 -0.356254 	 -0.336374 	 -0.220086
12.2 	 -0.366413 	 -0.344392 	 -0.190059
12.25 	 -0.377941 	 -0.355566 	 -0.164858
12.3 	 -0.390325 	 -0.369106 	 -0.144485
12.35 	 -0.403052 	 -0.384227 	 -0.128938
12.4 	 -0.415608 	 -0.400139 	 -0.118219
12.45 	 -0.42748 	 -0.416055 	 -0.112326
12.5 	 -0.438155 	 -0.431187 	 -0.11126
12.55 	 -0.447118 	 -0.444748 	 -0.115021
12.6 	 -0.453857 	 -0.455949 	 -0.123609
12.65 	 -0.457859 	 -0.464003 	 -0.137024
12.7 	 -0.458609 	 -0.468122 	 -0.155266
12.75 	 -0.455594 	 -0.467518 	 -0.178335
12.8 	 -0.448302 	 -0.461404 	 -0.206231
12.85 	 -0.436218 	 -0.448991 	 -0.238954
12.9 	 -0.418829 	 -0.429492 	 -0.276503
12.95 	 -0.395622 	 -0.402119 	 -0.31888
13 	 -0.366083 	 -0.366083 	 -0.366083
13.05 	 -0.325774 	 -0.3209 	 -0.409863
13.1 	 -0.271803 	 -0.267287 	 -0.441969
13.15 	 -0.205976 	 -0.206264 	 -0.462401
13.2 	 -0.1301 	 -0.138852 	 -0.471159
13.25 	 -0.0459809 	 -0.0660698 	 -0.468243
13.3 	 0.0445737 	 0.0110616 	 -0.453653
13.35 	 0.139758 	 0.0915226 	 -0.427388
13.4 	 0.237764 	 0.174293 	 -0.38945
13.45 	 0.336786 	 0.258353 	 -0.339838
13.5 	 0.435018 	 0.342682 	 -0.278551
13.55 	 0.530652 	 0.426261 	 -0.205591
13.6 	 0.621882 	 0.508069 	 -0.120956
13.65 	 0.706902 	 0.587086 	 -0.0246476
13.7 	 0.783904 	 0.662293 	 0.083335
13.75 	 0.851083 	 0.732668 	 0.202992
13.8 	 0.906631 	 0.797193 	 0.334322
13.85 	 0.948742 	 0.854848 	 0.477327
13.9 	 0.975609 	 0.904611 	 0.632006
13.95 	 0.985426 	 0.945464 	 0.798359
14 	 0.976385 	 0.976385 	 0.976385
14.05 	 0.953662 	 0.996632 	 1.14898
14.1 	 0.924167 	 1.00656 	 1.29903
14.15 	 0.888698 	 1.00681 	 1.42655
14.2 	 0.848053 	 0.998019 	 1.53152
14.25 	 0.803033 	 0.980815 	 1.61395
14.3 	 0.754434 	 0.955837 	 1.67384
14.35 	 0.703057 	 0.923719 	 1.71119
14.4 	 0.649698 	 0.885097 	 1.726
14.45 	 0.595157 	 0.840607 	 1.71827
14.5 	 0.540233 	 0.790883 	 1.688
14.55 	 0.485724 	 0.736561 	 1.63519
14.6 	 0.432428 	 0.678277 	 1.55984
14.65 	 0.381144 	 0.616665 	 1.46195
14.7 	 0.332671 	 0.552361 	 1.34152
14.75 	 0.287808 	 0.486 	 1.19855
14.8 	 0.247352 	 0.418218 	 1.03303
14.85 	 0.212102 	 0.349649 	 0.84498
14.9 	 0.182858 	 0.280929 	 0.634386
14.95 	 0.160417 	 0.212694 	 0.401252
15 	 0.145578 	 0.145578 	 0.145578
15.05 	 0.131177 	 0.0801777 	 -0.109123
15.1 	 0.110163 	 0.0169334 	 -0.339335
15.15 	 0.0835035 	 -0.043754 	 -0.545059
15.2 	 0.0521665 	 -0.101484 	 -0.726295
15.25 	 0.0171197 	 -0.155854 	 -0.883043
15.3 	 -0.0206692 	 -0.206465 	 -1.0153
15.35 	 -0.0602323 	 -0.252915 	 -1.12307
15.4 	 -0.100602 	 -0.294803 	 -1.20636
15.45 	 -0.14081 	 -0.331728 	 -1.26515
15.5 	 -0.179889 	 -0.36329 	 -1.29946
15.55 	 -0.216872 	 -0.389086 	 -1.30928
15.6 	 -0.250789 	 -0.408717 	 -1.29461
15.65 	 -0.280675 	 -0.42178 	 -1.25545
15.7 	 -0.30556 	 -0.427876 	 -1.1918
15.75 	 -0.324477 	 -0.426603 	 -1.10367
15.8 	 -0.336458 	 -0.417561 	 -0.991044
15.85 	 -0.340536 	 -0.400347 	 -0.853933
15.9 	 -0.335743 	 -0.374561 	 -0.692334
15.95 	 -0.32111 	 -0.339803 	 -0.506246
16 	 -0.295671 	 -0.295671 	 -0.295671
16.05 	 -0.25676 	 -0.242039 	 -0.0808286
16.1 	 -0.203652 	 -0.179884 	 0.118058
16.15 	 -0.138286 	 -0.110457 	 0.300988
16.2 	 -0.0626009 	 -0.0350102 	 0.467964
16.25 	 0.0214648 	 0.0452052 	 0.618983
16.3 	 0.111972 	 0.128938 	 0.754047
16.35 	 0.206982 	 0.214936 	 0.873155
16.4 	 0.304555 	 0.301947 	 0.976308
16.45 	 0.402752 	 0.388721 	 1.0635
16.5 	 0.499635 	 0.474006 	 1.13475
16.55 	 0.593265 	 0.55655 	 1.19003
16.6 	 0.681702 	 0.635102 	 1.22936
16.65 	 0.763008 	 0.708409 	 1.25274
16.7 	 0.835244 	 0.775221 	 1.26015
16.75 	 0.89647 	 0.834286 	 1.25162
16.8 	 0.944748 	 0.884352 	 1.22713
16.85 	 0.978139 	 0.924168 	 1.18668
16.9 	 0.994704 	 0.952482 	 1.13027
16.95 	 0.992503 	 0.968043 	 1.05791
17 	 0.969599 	 0.969599 	 0.969599
17.05 	 0.928167 	 0.956326 	 0.87459
17.1 	 0.872876 	 0.929114 	 0.78215
17.15 	 0.805524 	 0.88928 	 0.692278
17.2 	 0.727909 	 0.838142 	 0.604975
17.25 	 0.641829 	 0.777016 	 0.520239
17.3 	 0.549082 	 0.70722 	 0.438073
17.35 	 0.451465 	 0.630072 	 0.358474
17.4 	 0.350777 	 0.546888 	 0.281444
17.45 	 0.248816 	 0.458986 	 0.206983
17.5 	 0.147379 	 0.367683 	 0.13509
17.55 	 0.0482655 	 0.274297 	 0.0657649
17.6 	 -0.046728 	 0.180144 	 -0.000991485
17.65 	 -0.135803 	 0.0865428 	 -0.0651795
17.7 	 -0.217161 	 -0.00519002 	 -0.126799
17.75 	 -0.289005 	 -0.0937371 	 -0.18585
17.8 	 -0.349537 	 -0.177781 	 -0.242333
17.85 	 -0.396958 	 -0.256005 	 -0.296248
17.9 	 -0.429471 	 -0.327091 	 -0.347594
17.95 	 -0.445278 	 -0.389722 	 -0.396371
18 	 -0.442581 	 -0.442581 	 -0.442581
18.05 	 -0.426376 	 -0.484662 	 -0.48394
18.1 	 -0.403486 	 -0.516208 	 -0.518166
18.15 	 -0.374844 	 -0.537773 	 -0.545261
18.2 	 -0.341387 	 -0.549912 	 -0.565223
18.25 	 -0.30405 	 -0.55318 	 -0.578053
18.3 	 -0.263768 	 -0.54813 	 -0.583751
18.35 	 -0.221479 	 -0.535317 	 -0.582317
18.4 	 -0.178116 	 -0.515297 	 -0.57375
18.45 	 -0.134616 	 -0.488622 	 -0.558051
18.5 	 -0.0919138 	 -0.455849 	 -0.53522
18.55 	 -0.0509459 	 -0.41753 	 -0.505257
18.6 	 -0.0126475 	 -0.374221 	 -0.468161
18.65 	 0.0220458 	 -0.326477 	 -0.423933
18.7 	 0.0521984 	 -0.274851 	 -0.372573
18.75 	 0.0768745 	 -0.219898 	 -0.314081
18.8 	 0.0951387 	 -0.162172 	 -0.248457
18.85 	 0.106055 	 -0.102229 	 -0.1757
18.9 	 0.108689 	 -0.0406225 	 -0.0958112
18.95 	 0.102103 	 0.0220932 	 -0.00879008
19 	 0.0853633 	 0.0853633 	 0.0853633
19.05 	 0.0575333 	 0.148633 	 0.186649
19.1 	 0.0176776 	 0.211349 	 0.295067
19.15 	 -0.0351394 	 0.272956 	 0.410617
19.2 	 -0.101853 	 0.332899 	 0.533299
19.25 	 -0.1834 	 0.390624 	 0.663113
19.3 	 -0.280714 	 0.445577 	 0.80006
19.35 	 -0.394733 	 0.497203 	 0.944139
19.4 	 -0.526391 	 0.544948 	 1.09535
19.45 	 -0.676623 	 0.588257 	 1.25369
19.5 	 -0.846367 	 0.626575 	 1.41917
19.55 	 -1.03656 	 0.659349 	 1.59178
19.6 	 -1.24813 	 0.686023 	 1.77152
19.65 	 -1.48202 	 0.706044 	 1.95839
19.7 	 -1.73916 	 0.718856 	 2.15239
19.75 	 -2.02049 	 0.723906 	 2.35353
19.8 	 -2.32695 	 0.720639 	 2.5618
19.85 	 -2.65946 	 0.708499 	 2.7772
19.9 	 -3.01897 	 0.686934 	 2.99973
19.95 	 -3.40641 	 0.655388 	 3.2294
